agency_name,responsibility_center_name,fiscal_year,total_budget
DEPARTMENT OF FINANCE,PROCESSING,2020,2390365
DEPARTMENT OF FINANCE,PROPERTY EXECUTIVE,2020,65869846
DEPARTMENT OF FINANCE,REVENUE OPERATIONS COLLECTIONS,2020,22477805
DEPARTMENT OF FINANCE,REVENUE OPERATIONS EXECUTIVE,2020,15570670
DEPARTMENT OF FINANCE,REVIEW AND SUPPORT,2020,888114
DEPARTMENT OF FINANCE,REV OP BUSINESS TAX REVENUE,2020,1884012
DEPARTMENT OF FINANCE,REV OPER REVENUE ACCOUNTING,2020,16928845
DEPARTMENT OF FINANCE,TAX APPEALS TRIBUNAL,2020,0
DEPARTMENT OF FINANCE,TAX PAYER COMPLIANCE,2020,33727527
DEPARTMENT OF FINANCE,,2020,279519115
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ADMINISTRATION,2020,617839722
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BIOSTATISTICS,2020,27715398
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CHIEF MEDICAL EXAMINER,2020,275860488
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DISTRICT SERVICES,2020,31156885
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ENVIRONMENTAL HEALTH SERVICES,2020,366825408
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EPIDEMIOLOGY AND PREVENTION,2020,941687078
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LABORATORIES,2020,32420088
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LEGAL,2020,29137943
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MATERNAL & CHILD HEALTH,2020,522055791
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MENTAL HEALTH SERVICES,2020,1610445144
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,OFFICE OF THE COMMISSIONER,2020,14513812
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,OPERATIONS SUPPORT,2020,35715858
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PRISON HEALTH SERVICES,2020,94768900
DEPARTMENT OF HEALTH AND MENTAL HYGIENE,,2020,924903385
DEPARTMENT OF HOMELESS SERVICES,Administration,2020,209132586
DEPARTMENT OF HOMELESS SERVICES,Adult Services,2020,2455733552
DEPARTMENT OF HOMELESS SERVICES,Family Services,2020,3506483402
DEPARTMENT OF HOMELESS SERVICES,MRCC,2020,95388668
DEPARTMENT OF HOMELESS SERVICES,Public & Private Partnership,2020,7691
DEPARTMENT OF HOMELESS SERVICES,Public Private Partnerships,2020,15382
DEPARTMENT OF HOMELESS SERVICES,Security,2020,31248771
DEPARTMENT OF HOMELESS SERVICES,Street Homeless Solutions,2020,8731467
DEPARTMENT OF HOMELESS SERVICES,,2020,32984574
DEPARTMENT OF INFO TECH & TELECOMM,311/NYC.GOV OPERATIONS,2020,139055661
DEPARTMENT OF INFO TECH & TELECOMM,Application Development Management,2020,130294389
DEPARTMENT OF INFO TECH & TELECOMM,CHIEF OF STAFF,2020,0
DEPARTMENT OF INFO TECH & TELECOMM,CITYWIDE SUPPORT,2020,300224818
DEPARTMENT OF INFO TECH & TELECOMM,COMMISSIONER'S OFFICE,2020,30381597
DEPARTMENT OF INFO TECH & TELECOMM,Customer Experience Management,2020,906870
DEPARTMENT OF INFO TECH & TELECOMM,Cyber Security,2020,12682104
DEPARTMENT OF INFO TECH & TELECOMM,Division of Administration,2020,435239015
DEPARTMENT OF INFO TECH & TELECOMM,ECTP,2020,246096904
DEPARTMENT OF INFO TECH & TELECOMM,Enterprise & Solution Architecture,2020,6735631
DEPARTMENT OF INFO TECH & TELECOMM,First Deputy Commissioner's Office,2020,2347227
DEPARTMENT OF INFO TECH & TELECOMM,GENERAL COUNSEL,2020,21996557
DEPARTMENT OF INFO TECH & TELECOMM,HHS Connect,2020,0
DEPARTMENT OF INFO TECH & TELECOMM,NYC Cyber Command,2020,141497311
DEPARTMENT OF INFO TECH & TELECOMM,NYC MEDIA GROUP,2020,99500963
DEPARTMENT OF INFO TECH & TELECOMM,"Policy, Planning & Communications",2020,0
DEPARTMENT OF INFO TECH & TELECOMM,Service Management,2020,25723267
DEPARTMENT OF INFO TECH & TELECOMM,Technology Development Corporation,2020,14099295
DEPARTMENT OF INFO TECH & TELECOMM,TECHNOLOGY SERVICES,2020,562688700
DEPARTMENT OF INFO TECH & TELECOMM,,2020,52904300
DEPARTMENT OF INVESTIGATION,BACKGROUND COMPLAINTS FINGPRT,2020,4327244
DEPARTMENT OF INVESTIGATION,EXECUTIVE,2020,11063224
DEPARTMENT OF INVESTIGATION,INSPECTOR GENERAL,2020,26270723
DEPARTMENT OF INVESTIGATION,INSPECTOR GENERAL-IC,2020,32408165
DEPARTMENT OF INVESTIGATION,INVESTIGATIONS MANAGMENT,2020,3000
DEPARTMENT OF INVESTIGATION,MANAGEMENT+ADMIN,2020,25019353
DEPARTMENT OF INVESTIGATION,,2020,64820868
DEPARTMENT OF JUVENILE JUSTICE,CENTRAL OFFICE,2020,0
DEPARTMENT OF JUVENILE JUSTICE,NON-SECURE DETENTION,2020,0
DEPARTMENT OF JUVENILE JUSTICE,SECURE DETENTION,2020,0
DEPARTMENT OF JUVENILE JUSTICE,,2020,0
DEPARTMENT OF MENTAL HEALTH,CONVERSION NAME,2020,0
DEPARTMENT OF PARKS AND RECREATION,BRONX OPERATIONS,2020,96370287
DEPARTMENT OF PARKS AND RECREATION,BRONX RECREATION,2020,10397647
DEPARTMENT OF PARKS AND RECREATION,BROOKLYN OPERATIONS,2020,124773097
DEPARTMENT OF PARKS AND RECREATION,BROOKLYN RECREATION,2020,13529301
DEPARTMENT OF PARKS AND RECREATION,CAPITAL PROJECTS,2020,151753568
DEPARTMENT OF PARKS AND RECREATION,CENTRAL OPERATIONS,2020,315394967
DEPARTMENT OF PARKS AND RECREATION,CENTRAL RECREATION,2020,16035247
DEPARTMENT OF PARKS AND RECREATION,CHIEF OF CONCESSIONS,2020,2786283
DEPARTMENT OF PARKS AND RECREATION,CITYWIDE SERVICES,2020,5378934
DEPARTMENT OF PARKS AND RECREATION,COMMISSIONER PARKS + RECREAT,2020,1419111
DEPARTMENT OF PARKS AND RECREATION,DEP COMMISSIONER OF OPERATIONS,2020,1296948
DEPARTMENT OF PARKS AND RECREATION,DEPUTY COMMISSIONER-PLANNING,2020,7429005
DEPARTMENT OF PARKS AND RECREATION,DEPUTY COMM OF MGMT,2020,126860729
DEPARTMENT OF PARKS AND RECREATION,EXECUTIVE MGMT AND ADMIN SVCS,2020,626135
DEPARTMENT OF PARKS AND RECREATION,FIVE BORO,2020,78651747
DEPARTMENT OF PARKS AND RECREATION,MANHATTAN OPERATIONS,2020,138857422
DEPARTMENT OF PARKS AND RECREATION,MANHATTAN RECREATION,2020,23685379
DEPARTMENT OF PARKS AND RECREATION,QUEENS OPERATIONS,2020,140622392
DEPARTMENT OF PARKS AND RECREATION,QUEENS RECREATION,2020,14712339
DEPARTMENT OF PARKS AND RECREATION,STATEN ISLAND OPERATIONS,2020,62726540
DEPARTMENT OF PARKS AND RECREATION,STATEN ISLAND RECREATION,2020,6213483
DEPARTMENT OF PARKS AND RECREATION,URBAN PARK SERVICES,2020,100947914
DEPARTMENT OF PARKS AND RECREATION,,2020,302107000
DEPARTMENT OF PROBATION,ASSIST-DIR-BRONX-FAM+ADULT SER,2020,4220864
DEPARTMENT OF PROBATION,ASSIST-DIR-KINGS-FAM+ADULT SER,2020,44156916
DEPARTMENT OF PROBATION,ASSIST-DIR-MAN-FAM + ADULT SER,2020,121512334
DEPARTMENT OF PROBATION,OFFICE OF THE DIRECTOR,2020,58068936
DEPARTMENT OF PROBATION,SUPPLEMENTARY PROBATION SERV,2020,22216982
DEPARTMENT OF PROBATION,,2020,117812351
DEPARTMENT OF RECORDS & INFORMATION SVS,ADMINISTRATION,2020,23076899
DEPARTMENT OF RECORDS & INFORMATION SVS,GOVERNMENT INFO SERV. RECORDS,2020,713097
DEPARTMENT OF RECORDS & INFORMATION SVS,GOVERNMENT INFO SERV-REFERENCE,2020,595010
DEPARTMENT OF RECORDS & INFORMATION SVS,PLANNING + MANAGEMENT-RECORDS,2020,2068690
DEPARTMENT OF RECORDS & INFORMATION SVS,PUBLIC INFO SERV-GENERAL REF,2020,4700964
DEPARTMENT OF RECORDS & INFORMATION SVS,,2020,90134
DEPARTMENT OF SANITATION,ADMINISTRATION,2020,135277725
DEPARTMENT OF SANITATION,AUXILIARY FIELD & FACILITY,2020,5818752
DEPARTMENT OF SANITATION,BKLYN EAST DIST #13,2020,18481239
DEPARTMENT OF SANITATION,BKLYN EAST DIST #14,2020,25230975
DEPARTMENT OF SANITATION,BKLYN EAST DIST #15,2020,31626945
DEPARTMENT OF SANITATION,BKLYN EAST DIST #16,2020,18315948
DEPARTMENT OF SANITATION,BKLYN EAST DIST #17,2020,26107347
DEPARTMENT OF SANITATION,BKLYN EAST DIST #18,2020,34683957
DEPARTMENT OF SANITATION,BKLYN EAST DIST #9,2020,17954148
DEPARTMENT OF SANITATION,BKLYN NORTH BORO OFFICE ADMIN,2020,13298832
DEPARTMENT OF SANITATION,BKLYN NORTH DIST #1,2020,28734807
DEPARTMENT OF SANITATION,BKLYN NORTH DIST #2,2020,17943348
DEPARTMENT OF SANITATION,BKLYN NORTH DIST #3,2020,24606399
DEPARTMENT OF SANITATION,BKLYN NORTH DIST #4,2020,22730181
DEPARTMENT OF SANITATION,BKLYN NORTH DIST #5,2020,24165651
DEPARTMENT OF SANITATION,BKLYN NORTH DIST #8,2020,21862824
DEPARTMENT OF SANITATION,BKLYN WEST BORO OFFICE ADMIN,2020,25309242
DEPARTMENT OF SANITATION,BKLYN WEST DIST # 10,2020,34081467
DEPARTMENT OF SANITATION,BKLYN WEST DIST 11,2020,32124072
DEPARTMENT OF SANITATION,BKLYN WEST DIST 12,2020,31330791
DEPARTMENT OF SANITATION,BKLYN WEST DIST # 6,2020,21052629
DEPARTMENT OF SANITATION,BKLYN WEST DIST # 7,2020,27472209
DEPARTMENT OF SANITATION,BRONX EAST BORO OFFICE ADMIN,2020,22273428
DEPARTMENT OF SANITATION,BRONX EAST DIST # 10,2020,18241848
DEPARTMENT OF SANITATION,BRONX EAST DIST # 11,2020,17566506
DEPARTMENT OF SANITATION,BRONX EAST DIST # 12,2020,21266565
DEPARTMENT OF SANITATION,BRONX EAST DIST # 6,2020,14877531
DEPARTMENT OF SANITATION,BRONX EAST DIST # 9,2020,16268925
DEPARTMENT OF SANITATION,BRONX WEST DIST # 1,2020,11062356
DEPARTMENT OF SANITATION,BRONX WEST DIST # 2,2020,12140862
DEPARTMENT OF SANITATION,BRONX WEST DIST # 3,2020,6506778
DEPARTMENT OF SANITATION,BRONX WEST DIST # 4,2020,15499659
DEPARTMENT OF SANITATION,BRONX WEST DIST # 5,2020,15230325
DEPARTMENT OF SANITATION,BRONX WEST DIST # 7,2020,15764619
DEPARTMENT OF SANITATION,BRONX WEST DIST # 8,2020,15939246
DEPARTMENT OF SANITATION,BRONX WEST MECHANICAL BROOMS,2020,10185126
DEPARTMENT OF SANITATION,BUILDING MANAGEMENT,2020,94372881
DEPARTMENT OF SANITATION,CAPITAL BUDGET,2020,2218768
DEPARTMENT OF SANITATION,CHARTER MANDATED SNOW BUDGET,2020,281178389
DEPARTMENT OF SANITATION,CLEAN + COLLECTION ADMIN,2020,1244807958
DEPARTMENT OF SANITATION,CLEANING & COLL EXEC MGMT,2020,702231619
DEPARTMENT OF SANITATION,COMMUNITY SERVICES,2020,7239513
DEPARTMENT OF SANITATION,DEPT ADVOCATE/EMPLOYMENT MATTE,2020,2398812
DEPARTMENT OF SANITATION,ENFORCEMENT,2020,58394234
DEPARTMENT OF SANITATION,EXECUTIVE MANAGEMENT,2020,272244602
DEPARTMENT OF SANITATION,HUMAN RESOURCES ADMINISTRATION,2020,8979721
DEPARTMENT OF SANITATION,LEGAL AFFAIRS,2020,9502351
DEPARTMENT OF SANITATION,LOT CLEANING,2020,46995492
DEPARTMENT OF SANITATION,MAN EAST DIST # 10,2020,16755195
DEPARTMENT OF SANITATION,MAN EAST DIST # 11,2020,14129346
DEPARTMENT OF SANITATION,MAN EAST DIST # 3,2020,23304213
DEPARTMENT OF SANITATION,MAN EAST DIST # 5,2020,14149494
DEPARTMENT OF SANITATION,MAN EAST DIST # 6,2020,20512608
DEPARTMENT OF SANITATION,MAN EAST DIST # 8,2020,32933352
DEPARTMENT OF SANITATION,MAN EAST MECHANICAL BROOMS,2020,9398232
DEPARTMENT OF SANITATION,MAN WEST BORO OFFICE ADMIN,2020,16973883
DEPARTMENT OF SANITATION,MAN WEST DIST # 1,2020,13884225
DEPARTMENT OF SANITATION,MAN WEST DIST # 12,2020,27909792
DEPARTMENT OF SANITATION,MAN WEST DIST # 2,2020,17932566
DEPARTMENT OF SANITATION,MAN WEST DIST # 4,2020,19229751
DEPARTMENT OF SANITATION,MAN WEST DIST # 7,2020,30498357
DEPARTMENT OF SANITATION,MAN WEST DIST # 9,2020,13652091
DEPARTMENT OF SANITATION,MAN WEST MECHANICAL BROOMS,2020,8377440
DEPARTMENT OF SANITATION,MARINE TRANSPORT DIVISION,2020,509085
DEPARTMENT OF SANITATION,MARINE UNLOADING,2020,18324663
DEPARTMENT OF SANITATION,MOTOR EQUIPMENT ADMINISTRATION,2020,287218676
DEPARTMENT OF SANITATION,MTS DIV,2020,58258035
DEPARTMENT OF SANITATION,QUEENS NORTH BORO OFFICE ADMIN,2020,29840526
DEPARTMENT OF SANITATION,QUEENS NORTH DIST # 11,2020,30290916
DEPARTMENT OF SANITATION,QUEENS NORTH DIST # 7,2020,39516381
DEPARTMENT OF SANITATION,QUEENS NORTH DIST # 8,2020,29542926
DEPARTMENT OF SANITATION,QUEENS SOUTH BORO OFFICE ADMIN,2020,3640149
DEPARTMENT OF SANITATION,QUEENS SOUTH DIST #10,2020,26351631
DEPARTMENT OF SANITATION,QUEENS SOUTH DIST #12,2020,39597654
DEPARTMENT OF SANITATION,QUEENS SOUTH DIST #13,2020,40991673
DEPARTMENT OF SANITATION,QUEENS SOUTH DISTRICT #14,2020,22150566
DEPARTMENT OF SANITATION,QUEENS WEST BORO OFFICE ADMIN,2020,19695918
DEPARTMENT OF SANITATION,QUEENS WEST DIST #1,2020,31749429
DEPARTMENT OF SANITATION,QUEENS WEST DIST #2,2020,19190592
DEPARTMENT OF SANITATION,QUEENS WEST DIST #3,2020,21573582
DEPARTMENT OF SANITATION,QUEENS WEST DIST #4,2020,19908669
DEPARTMENT OF SANITATION,QUEENS WEST DIST #5,2020,37490664
DEPARTMENT OF SANITATION,QUEENS WEST DIST #6,2020,18425631
DEPARTMENT OF SANITATION,QUEENS WEST DIST #9,2020,25789596
DEPARTMENT OF SANITATION,SOLID WASTE MGMT AND PLANNING,2020,6250090
DEPARTMENT OF SANITATION,SOLID WASTE MGNT & LANDFILL PLANNING,2020,212114568
DEPARTMENT OF SANITATION,STATEN ISLAD BORO OFFICE ADMIN,2020,10050909
DEPARTMENT OF SANITATION,STATEN ISLAND DIST # 1,2020,48331662
DEPARTMENT OF SANITATION,STATEN ISLAND DIST #2,2020,39613278
DEPARTMENT OF SANITATION,STATEN ISLAND DIST #3,2020,44937564
DEPARTMENT OF SANITATION,SUPPORT OPERATIONS ENGR,2020,30194592
DEPARTMENT OF SANITATION,WASTE DISPOSAL ADMINISTRATION,2020,30383447
DEPARTMENT OF SANITATION,"WASTE PREVENTION, REUSE & RECYCLING",2020,69428731
DEPARTMENT OF SANITATION,,2020,123639987
DEPARTMENT OF SMALL BUSINESS SERVICES,ADMINISTRATIVE SERVICES,2020,43477869
DEPARTMENT OF SMALL BUSINESS SERVICES,DEPT OF BUSINESS SERVICES,2020,249635527
DEPARTMENT OF SMALL BUSINESS SERVICES,ECONOMIC DEVEL CAPITAL PROJECT,2020,0
DEPARTMENT OF SMALL BUSINESS SERVICES,ECONOMIC DEVELOPEMENT CORP,2020,176163844
DEPARTMENT OF SMALL BUSINESS SERVICES,EMPOWERMENT ZONE / EMPIRE ZONES,2020,0
DEPARTMENT OF SMALL BUSINESS SERVICES,FILM OFFICE,2020,0
DEPARTMENT OF SMALL BUSINESS SERVICES,FINANCIAL AND ECONOMIC OPP,2020,8045656
DEPARTMENT OF SMALL BUSINESS SERVICES,NEIGHBORHOOD ECONOMIC DEVELOPMENT,2020,20006619
DEPARTMENT OF SMALL BUSINESS SERVICES,WORKFORCE INVESTMENT ACT,2020,138716567
DEPARTMENT OF SMALL BUSINESS SERVICES,,2020,300963427
DEPARTMENT OF SOCIAL SERVICES,ADMIN/COMMR FIRST DEPUTY,2020,9450347
DEPARTMENT OF SOCIAL SERVICES,AUDIT SERVICES,2020,9550959
DEPARTMENT OF SOCIAL SERVICES,Benefits Reengineering,2020,2953548
DEPARTMENT OF SOCIAL SERVICES,BUDGET ADMINISTRATION,2020,720904211
DEPARTMENT OF SOCIAL SERVICES,CEO - Evaluation,2020,2743584
DEPARTMENT OF SOCIAL SERVICES,Citywide Health Insurance Access,2020,1168090
DEPARTMENT OF SOCIAL SERVICES,Community Affairs and Immigrant Services,2020,53079039
DEPARTMENT OF SOCIAL SERVICES,COMMUNITY AFFAIRS UNIT,2020,4708317
DEPARTMENT OF SOCIAL SERVICES,COMMUNITY CARE SENIOR SERV FLD,2020,175303159
DEPARTMENT OF SOCIAL SERVICES,"Crisis, Disaster + Survivors",2020,617160243
DEPARTMENT OF SOCIAL SERVICES,CUSTOMIZED ASSISTANCE SERVICE,2020,51277193
DEPARTMENT OF SOCIAL SERVICES,DIVISION OF AIDS SERVICES,2020,605029032
DEPARTMENT OF SOCIAL SERVICES,End Gender Based Violence,2020,5456259
DEPARTMENT OF SOCIAL SERVICES,Fair Fares,2020,51062120
DEPARTMENT OF SOCIAL SERVICES,Fair Hearing,2020,54405369
DEPARTMENT OF SOCIAL SERVICES,FIA Employment and Contract Services,2020,1167498626
DEPARTMENT OF SOCIAL SERVICES,FIA Executive Administration,2020,5884698
DEPARTMENT OF SOCIAL SERVICES,FIA Homeless Diversion,2020,165375637
DEPARTMENT OF SOCIAL SERVICES,FOOD STAMPS,2020,256796531
DEPARTMENT OF SOCIAL SERVICES,GENERAL COUNSEL/LEGAL AFFAIRS,2020,49541274
DEPARTMENT OF SOCIAL SERVICES,GENERAL SUPPORT SERVICES,2020,641282042
DEPARTMENT OF SOCIAL SERVICES,HASA HIV/AIDS SERVICES ADMINISTRATION,2020,194388525
DEPARTMENT OF SOCIAL SERVICES,HHS Connect,2020,10340675
DEPARTMENT OF SOCIAL SERVICES,Housing and Services,2020,31164498
DEPARTMENT OF SOCIAL SERVICES,Housing & Homeless Services/Initiatives,2020,275187526
DEPARTMENT OF SOCIAL SERVICES,*INACT ADULT SVCS ADULT INSTNS,2020,24276336
DEPARTMENT OF SOCIAL SERVICES,INCOME SUPPORT FIELD OPERATION,2020,429904123
DEPARTMENT OF SOCIAL SERVICES,INCOME SUPPORT PROGRAM,2020,5302654042
DEPARTMENT OF SOCIAL SERVICES,INVESTIGATION DIVISION,2020,213039632
DEPARTMENT OF SOCIAL SERVICES,Legal Assistance Initiatives,2020,17385000
DEPARTMENT OF SOCIAL SERVICES,MANAGEMENT INFORMATION SYSTEMS,2020,184699400
DEPARTMENT OF SOCIAL SERVICES,MAP-MEDICAID ELIGIBILITY,2020,0
DEPARTMENT OF SOCIAL SERVICES,MAP-MEDICAL ASSISTANCE PROGRAM,2020,17846704011
DEPARTMENT OF SOCIAL SERVICES,Mayor's Action Plan Outreach Team,2020,888840
DEPARTMENT OF SOCIAL SERVICES,MICSA-Home Care Services,2020,97836474
DEPARTMENT OF SOCIAL SERVICES,MICSA-Medicaid Eligibility,2020,143399280
DEPARTMENT OF SOCIAL SERVICES,MICSA-Medical Assistance Program,2020,17896689
DEPARTMENT OF SOCIAL SERVICES,MICSA-Program Support,2020,15821169
DEPARTMENT OF SOCIAL SERVICES,MUNICIPAL IDENTIFICATION CARD,2020,64742568
DEPARTMENT OF SOCIAL SERVICES,OAO Client Advocacy,2020,492048
DEPARTMENT OF SOCIAL SERVICES,OAO Community Outreach,2020,2321928
DEPARTMENT OF SOCIAL SERVICES,Office of Child Support Enforcement,2020,111508168
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF COMMUNICATIONS AND MARKETING,2020,36821143
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF CONTRACTS,2020,25933329
DEPARTMENT OF SOCIAL SERVICES,Office of Evaluation and Research,2020,2317044
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF FINANCE,2020,3205914
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF FINANICAL MANAGEMENT,2020,21155157
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF FISCAL OPERATIONS,2020,35182443
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF INTERGVTL AFFAIRS,2020,39862114
DEPARTMENT OF SOCIAL SERVICES,Office of Police Operations,2020,17810877
DEPARTMENT OF SOCIAL SERVICES,Office of Policy Procedures & Training,2020,23401785
DEPARTMENT OF SOCIAL SERVICES,Office of Program Accountability,2020,1366998
DEPARTMENT OF SOCIAL SERVICES,Office of Revenue and Admin (ORA),2020,33574296
DEPARTMENT OF SOCIAL SERVICES,OUTREACH REHOUSING & LANDLORD MANAGEMENT,2020,168210192
DEPARTMENT OF SOCIAL SERVICES,PERSONNEL ADMINISTRATION,2020,2805150
DEPARTMENT OF SOCIAL SERVICES,PERSONNEL SERVICES,2020,46453495
DEPARTMENT OF SOCIAL SERVICES,Public Engagement,2020,36429308
DEPARTMENT OF SOCIAL SERVICES,PUBLIC/PRIVATE PARTNERSHIPS,2020,1271322
DEPARTMENT OF SOCIAL SERVICES,PURCHASING MATERIALS MANAGEMNT,2020,247302
DEPARTMENT OF SOCIAL SERVICES,Quality Assurance & Fiscal Integrity,2020,19917444
DEPARTMENT OF SOCIAL SERVICES,SAVE,2020,4880465
DEPARTMENT OF SOCIAL SERVICES,,2020,342001567
DEPARTMENT OF TRANSPORTATION,ACCOUNTING MANAGEMENT,2020,49964011
DEPARTMENT OF TRANSPORTATION,ARTERIAL HIGHWAYS MAINTENANCE,2020,82616737
DEPARTMENT OF TRANSPORTATION,BOROUGH ENGINEERING,2020,78653636
DEPARTMENT OF TRANSPORTATION,BRIDGE EXECUTIVE MGMT + ADMIN,2020,45598286
DEPARTMENT OF TRANSPORTATION,BRIDGE INSPECTIONS + RESEARCH,2020,18089948
DEPARTMENT OF TRANSPORTATION,BRIDGE MAINTENANCE ENGINEERING,2020,109999521
DEPARTMENT OF TRANSPORTATION,BRIDGE REPAIRS/FLAGS,2020,100350821
DEPARTMENT OF TRANSPORTATION,BRIDGE + TUNNEL OPERATIONS,2020,16769985
DEPARTMENT OF TRANSPORTATION,BRONX MAINTENANCE ENGINEER,2020,55985071
DEPARTMENT OF TRANSPORTATION,BROOKLYN MAINTENANCE ENGINEER,2020,69636144
DEPARTMENT OF TRANSPORTATION,CAPITAL PLANNING,2020,21007160
DEPARTMENT OF TRANSPORTATION,CONSTRUCTION COORDINATION,2020,14658
DEPARTMENT OF TRANSPORTATION,CONVERSION NAME,2020,3000
DEPARTMENT OF TRANSPORTATION,DEPUTY COMMISSIONER ADMIN,2020,54158944
DEPARTMENT OF TRANSPORTATION,EAST RIVER/MOVABLE BRIDGE ENGINEERING,2020,18276695
DEPARTMENT OF TRANSPORTATION,EEO + LABOR RELATIONS,2020,4870476
DEPARTMENT OF TRANSPORTATION,ENGINEERING PRE-AUDITS,2020,8227803
DEPARTMENT OF TRANSPORTATION,ENGINEERING SERVICES-TRANSIT,2020,6122863
DEPARTMENT OF TRANSPORTATION,"EXECUTIVE MANAGEMENT, HIGHWAYS",2020,336118884
DEPARTMENT OF TRANSPORTATION,"EXECUTIVE MANAGEMENT, TRAFFIC",2020,111785299
DEPARTMENT OF TRANSPORTATION,FERRY MAINTENANCE + REPAIR,2020,53528768
DEPARTMENT OF TRANSPORTATION,FINANCIAL MANAGEMENT,2020,14924104
DEPARTMENT OF TRANSPORTATION,HIGHWAY DESIGN,2020,124936543
DEPARTMENT OF TRANSPORTATION,HWY INSP + QUALITY ASSURANCE,2020,43248560
DEPARTMENT OF TRANSPORTATION,LEGAL AFFAIRS,2020,30994386
DEPARTMENT OF TRANSPORTATION,MAINT ENGRG + OPERATIONS MGMT,2020,87133447
DEPARTMENT OF TRANSPORTATION,MANHATTAN MAINTENANCE,2020,29424351
DEPARTMENT OF TRANSPORTATION,MUNICIPAL FERRY SERVICE,2020,252487125
DEPARTMENT OF TRANSPORTATION,OFFICE OF THE COMMISSIONER,2020,48160472
DEPARTMENT OF TRANSPORTATION,OPER SUPPT/FACILITIES/COMMUNIC,2020,155448736
DEPARTMENT OF TRANSPORTATION,PARKING,2020,153517801
DEPARTMENT OF TRANSPORTATION,PERSONNEL + PAYROLL,2020,16696067
DEPARTMENT OF TRANSPORTATION,PLANNING AND RESEARCH,2020,39087971
DEPARTMENT OF TRANSPORTATION,QUEENS MAINTENANCE ENGINEER,2020,100499475
DEPARTMENT OF TRANSPORTATION,RICHMOND MAINTENANCE ENGINEER,2020,23449689
DEPARTMENT OF TRANSPORTATION,ROADWAY BRIDGE ENGINEERING,2020,21037890
DEPARTMENT OF TRANSPORTATION,ROADWAY DESIGN,2020,9693308
DEPARTMENT OF TRANSPORTATION,ROADWAY ENGINEERING CONSTR,2020,10699576
DEPARTMENT OF TRANSPORTATION,SAFETY ENGINEERING,2020,12654703
DEPARTMENT OF TRANSPORTATION,SURFACE TRANSIT OPERATIONS,2020,7278734
DEPARTMENT OF TRANSPORTATION,TRAFFIC ENGINEERING MANAGEMENT,2020,10310475
DEPARTMENT OF TRANSPORTATION,TRAFFIC INTELLIGENCE DIVISION,2020,12889704
DEPARTMENT OF TRANSPORTATION,TRAFFIC MANAGEMENT INFO SVCS,2020,16235467
DEPARTMENT OF TRANSPORTATION,TRAFFIC PLANNING,2020,35088100
DEPARTMENT OF TRANSPORTATION,TRAF SIGNALS + STREET LIGHTING,2020,665304005
DEPARTMENT OF TRANSPORTATION,TRANSIT OPERATIONS EXEC MGMT,2020,9070139
DEPARTMENT OF TRANSPORTATION,VEHICLE MAINTENANCE + REPAIR,2020,95371298
DEPARTMENT OF TRANSPORTATION,VIOLATION TOW PROGRAM,2020,0
DEPARTMENT OF TRANSPORTATION,,2020,-62369727
DEPARTMENT OF VETERANS' SERVICES,,2020,16091770
DEPARTMENT OF YOUTH & COMMUNITY DEV,ADMINISTRATION AND FINANCE,2020,1073029077
DEPARTMENT OF YOUTH & COMMUNITY DEV,COMMUNITY DEVELOPMENT AGENCY,2020,229811592
DEPARTMENT OF YOUTH & COMMUNITY DEV,,2020,1415866497
DISTRICT ATTORNEY BRONX COUNTY,EXECUTIVE MANAGEMENT,2020,232390296
DISTRICT ATTORNEY BRONX COUNTY,INVESTIGATIONS,2020,11483691
DISTRICT ATTORNEY BRONX COUNTY,,2020,4776272
DISTRICT ATTORNEY KINGS COUNTY,EXECUTIVE & MANAGERIAL,2020,323729161
DISTRICT ATTORNEY KINGS COUNTY,,2020,9166767
DISTRICT ATTORNEY NEW YORK COUNTY,ACCOUNTING SERVICES,2020,2844282
DISTRICT ATTORNEY NEW YORK COUNTY,ADMINISTRATIVE SERVICES,2020,131703806
DISTRICT ATTORNEY NEW YORK COUNTY,CAREER CRIMINAL,2020,6355905
DISTRICT ATTORNEY NEW YORK COUNTY,CONVERSION NAME,2020,362421
DISTRICT ATTORNEY NEW YORK COUNTY,EXECUTIVE MANAGEMENT,2020,22918746
DISTRICT ATTORNEY NEW YORK COUNTY,INVESTIGATIVE SERVICES,2020,14048993
